#OTU ID	SZMB7	SZ.SC5	SZMB12	SZ.SC2	SZ.SC7	SZMB10	SZMB6	SZ.SC4	SZMB5	SZ.SC6	SZ.SC1	SZMB9
NR_114196.1_Pseudomonas_indica_strain_NBRC_103045_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	3	0	0
NR_114326.1_Fusicatenibacter_saccharivorans_strain_HT03-11_16S_ribosomal_RNA_gene__partial_sequence	9	0	5	6	2	0	4	1	11	0	1	1
NR_114338.1_Parvimonas_micra_strain_JCM_12970_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_114503.1_Raoultella_terrigena_strain_ATCC_33257_16S_ribosomal_RNA_gene__partial_sequence	0	3471	0	987	436	0	0	102	0	641	0	0
NR_114397.1_Bifidobacterium_moukalabense_strain_GG01_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_114395.1_Actinomyces_odontolyticus_strain_JCM_14871_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_114401.1_Actinomyces_israelii_strain_JCM_12964_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	1	0	0	0	0	0	0	0	0
NR_115179.1_Alkanindiges_hongkongensis_strain_HKU9_16S_ribosomal_RNA_gene__partial_sequence	0	18	0	0	1	0	0	0	0	3	0	0
NR_114920.1_Lysinibacillus_macroides_strain_LMG_18474_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	18	41	0	0	0	0	22	0	0
NR_114589.1_Kluyvera_ascorbata_strain_ATCC_33433_16S_ribosomal_RNA_gene__partial_sequence	0	9	0	8	4	0	0	3	0	32	0	0
NR_114807.1_Marvinbryantia_formatexigens_strain_I-52_16S_ribosomal_RNA_gene__complete_sequence	2	1	0	1	14	1	1	6	2	0	3	1
NR_114789.1_{Clostridium}_leptum_strain_DSM_753_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	6	11	104	29	0	28	0	0	0
NR_114764.1_Haemophilus_parahaemolyticus_strain_NCTC_8479_16S_ribosomal_RNA_gene__complete_sequence	0	10	0	63	17	0	0	9	0	12	5	0
NR_114720.1_Herbaspirillum_seropedicae_strain_Z67_16S_ribosomal_RNA_gene__partial_sequence	0	3	0	0	0	0	0	0	0	0	0	0
NR_114605.1_Helicobacter_cinaedi_strain_CCUG_18818_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_114696.1_Anaerovibrio_lipolyticus_strain_DSM_3074_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	1	0	0	0	0	0
NR_114790.2_Lactobacillus_suebicus_strain_CCUG_32233_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	79	0
NR_114942.1_Anaerobacillus_arseniciselenatis_strain_DSM_15340_16S_ribosomal_RNA_gene__complete_sequence	0	1	0	0	4	0	0	0	0	0	0	0
NR_115043.1_Ochrobactrum_pituitosum_strain_CCUG_50899_16S_ribosomal_RNA_gene__partial_sequence	0	5	0	0	0	0	0	0	0	0	0	0
NR_115042.2_Acinetobacter_baylyi_strain_B2_16S_ribosomal_RNA__complete_sequence	0	0	0	0	0	0	0	0	0	3	0	0
NR_115036.1_Curtobacterium_herbarum_strain_DSM_14013_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_115161.1_Clostridium_tunisiense_strain_TJ_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	52	0	0
NR_115104.1_Helicobacter_canadensis_strain_CCUG_47163_16S_ribosomal_RNA_gene__partial_sequence	3	0	0	0	0	0	0	0	0	0	0	1
NR_115099.1_Chryseobacterium_anthropi_strain_NF_1366_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_115172.1_Lactobacillus_sakei_strain_DSM_20017_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_117624.1_Acinetobacter_johnsonii_strain_ATCC_17909_16S_ribosomal_RNA_gene__complete_sequence	0	27496	0	3026	316	1	0	1098	0	26695	1	0
NR_115952.1_Bacillus_isronensis_strain_B3W22_16S_ribosomal_RNA_gene__partial_sequence	0	9	0	13	114	0	0	0	0	22	0	0
NR_115724.1_Lysinibacillus_sphaericus_strain_ATCC_14577_16S_ribosomal_RNA_gene__partial_sequence	0	7	0	90	153	0	0	0	0	870	0	0
NR_115692.1_Gracilibacter_thermotolerans_strain_JW_YJL-S1_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	1	1	4	0	0	0	0	0	0
NR_115269.1_Catabacter_hongkongensis_strain_HKU16_16S_ribosomal_RNA_gene__partial_sequence	6	0	3	0	0	0	0	0	0	0	0	0
NR_115218.1_Actinobacillus_arthritidis_strain_CCUG_24862_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	0	0	0	0	0
NR_115212.1_Actinobacillus_porcinus_strain_CCUG_38924_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	8	9	0	0	6	0	2	0	0
NR_115345.1_{Clostridium}_alkalicellulosi_strain_Z-7026_16S_ribosomal_RNA_gene__partial_sequence	1	0	3	0	1	1	2	0	8	0	0	4
NR_115299.1_Acinetobacter_seohaensis_strain_SW-100_16S_ribosomal_RNA_gene__partial_sequence	0	14	0	2	0	0	0	4	0	20	0	0
NR_115340.1_Saccharofermentans_acetigenes_strain_P6_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_115550.1_Methylobacterium_mesophilicum_strain_JCM_2829_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	1	1
NR_115687.1_Stenotrophomonas_daejeonensis_strain_DCY01_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_115612.1_Pseudomonas_syringae_strain_ATCC_19310_16S_ribosomal_RNA_gene__complete_sequence	0	1	0	0	0	0	0	0	0	2	0	0
NR_115722.1_Cronobacter_zurichensis_strain_508_05_16S_ribosomal_RNA_gene__partial_sequence	0	48	0	7	9	0	0	7	0	58	0	0
NR_115715.1_Pseudomonas_fluorescens_strain_CCM_2115_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_115712.1_Clostridium_hydrogeniformans_strain_BL-20_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	4	0	0	0	0	0	0	0	0
NR_115711.1_Clostridium_cavendishii_strain_BL-28_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_115871.1_Acinetobacter_brisouii_strain_5YN5-8_16S_ribosomal_RNA_gene__partial_sequence	0	37	0	4	2	0	0	23	0	91	0	0
NR_115739.1_Acinetobacter_antiviralis_strain_KNF2022_16S_ribosomal_RNA_gene__partial_sequence	0	48	0	3	0	0	0	0	0	26	0	0
NR_115734.1_Streptococcus_oralis_strain_CCUG_24891_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	3	0	0	2	0	0	1	0
NR_115803.1_Avibacterium_endocarditidis_strain_20186H4H1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_115947.1_Paenibacillus_donghaensis_strain_JH8_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	0	0	0	0	0
NR_116935.1_Aeromonas_piscicola_strain_S1.2_16S_ribosomal_RNA_gene__partial_sequence	0	607	0	96	14	0	0	227	0	1109	0	0
NR_116008.1_Pandoraea_thiooxydans_strain_ATSB16_16S_ribosomal_RNA_gene__partial_sequence	0	24	0	0	0	0	0	0	0	27	0	0
NR_116001.1_Cellulosilyticum_ruminicola_strain_H1_16S_ribosomal_RNA_gene__partial_sequence	20	0	0	0	0	0	0	0	0	0	0	0
NR_116026.1_Aeromonas_enteropelogenes_strain_CECT_4487_16S_ribosomal_RNA_gene__partial_sequence	0	15	0	1	0	0	0	2	0	16	0	0
NR_116898.1_Hafnia_paralvei_strain_ATCC_29927_16S_ribosomal_RNA_gene__partial_sequence	0	61	0	13	2	0	0	19	0	82	0	0
NR_116570.1_Sphingomonas_hankookensis_strain_ODN7_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	0	0	0	0	0
NR_116070.1_Acinetobacter_septicus_strain_AK001_16S_ribosomal_RNA_gene__partial_sequence	0	102	0	0	0	0	0	0	0	0	0	0
NR_116282.1_Tatumella_morbirosei_strain_LMG_23360_16S_ribosomal_RNA_gene__complete_sequence	0	9	0	3	0	0	0	0	0	6	0	0
NR_116103.1_Pusillimonas_ginsengisoli_strain_DCY25_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_116079.1_Mangrovibacter_plantisponsor_strain_MSSRF40_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	1	0	0	0	0	0	0	0	0
NR_116245.1_Pantoea_brenneri_strain_LMG_5343_16S_ribosomal_RNA_gene__partial_sequence	0	14	0	0	0	0	0	0	0	0	0	0
NR_116205.1_Streptococcus_gordonii_strain_ATCC_10558_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	1	0	0
NR_116351.1_Listeria_grayi_strain_H3506_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_116341.1_Pectobacterium_carotovorum_strain_ATCC_15713_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	0	0	0	2	0	0	0	0
NR_116474.1_Bacillus_horneckiae_strain_1P01SC_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	2	10	0	0	0	0	1	0	0
NR_116366.1_Stenotrophomonas_chelatiphaga_strain_LPM-5_16S_ribosomal_RNA_gene__partial_sequence	0	3	0	0	0	0	0	0	0	0	0	0
NR_116496.1_Paenibacillus_purispatii_strain_ES_MS17_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_116747.1_Ruminococcus_faecis_strain_Eg2_16S_ribosomal_RNA_gene__partial_sequence	141	15	90	0	1	426	110	2	194	0	12	5
NR_116722.1_Brevundimonas_naejangsanensis_strain_BIO-TAS2-2_16S_ribosomal_RNA_gene__partial_sequence	0	22	0	0	0	0	0	0	0	274	0	0
NR_116709.1_Bacillus_chungangensis_strain_CAU_348_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_116646.1_Pseudomonas_seleniipraecipitans_strain_CA5_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_116627.1_Staphylococcus_devriesei_strain_KS-SP_60_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	1	0	0	0	0	3	0	0
NR_116714.1_Acinetobacter_kyonggiensis_strain_KSL5401-037_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	6	0	0
NR_116890.1_Bavariicoccus_seileri_strain_WCC_4188_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	20	0	0	0	5	0	0	0	0
NR_116871.1_Massilia_jejuensis_strain_5317J-18_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_116814.1_Lachnoanaerobaculum_umeaense_strain_CD3-_22_16S_ribosomal_RNA__partial_sequence	0	0	0	3	1	0	0	0	0	0	0	1
NR_116939.1_Olsenella_profusa_strain_CCUG_45371_16S_ribosomal_RNA_gene__partial_sequence	4	642	1	164	184	0	2	1326	5	181	6789	0
NR_116936.1_Olsenella_umbonata_strain_lac31_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	7	0	0	23	0
NR_117130.1_{Clostridium}_oroticum_strain_DSM_1287_16S_ribosomal_RNA_gene__partial_sequence	641	0	51	1	0	30	59	1	82	0	1	33
NR_117050.1_Bacillus_kochii_strain_WCC_4582_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	5	13	0	0	0	0	1	0	0
NR_117068.1_Lactobacillus_hamsteri_strain_JCM_6256_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	6	0
NR_117058.1_Lactobacillus_pasteurii_strain_1517_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	2	0
NR_117069.1_Lactobacillus_amylolyticus_strain_CCUG_39901_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	1	0
NR_117070.1_Lactobacillus_kalixensis_strain_CCUG_48459_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	0	0	0	3	0
NR_117071.1_Lactobacillus_intestinalis_strain_TH4_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	8	0
NR_117165.1_{Clostridium}_hungatei_strain_DSM_14427_16S_ribosomal_RNA_gene__partial_sequence	3	0	0	0	0	0	0	0	1	0	0	3
NR_117140.1_{Eubacterium}_fissicatena_strain_DSM_3598_16S_ribosomal_RNA_gene__partial_sequence	13	0	2	0	0	0	6	0	4	0	0	0
NR_117133.2_Clostridium_oceanicum_strain_DSM_1290_16S_ribosomal_RNA__partial_sequence	0	0	0	7	19	0	0	0	0	0	0	0
NR_117285.1_Bacillus_oceanisediminis_strain_H2_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_117187.1_Brevundimonas_faecalis_strain_CS20.3_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	13	0	0
NR_117180.1_Massilia_oculi_strain_CCUG_43427A_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_117268.1_Brevundimonas_olei_strain_MJ15_16S_ribosomal_RNA_gene__partial_sequence	0	8	0	0	0	0	0	0	0	0	0	0
NR_117194.1_Micrococcus_cohnii_strain_WS4601_16S_ribosomal_RNA_gene__complete_sequence	0	2	0	0	0	0	0	0	0	2	0	0
NR_117269.1_Pseudomonas_oryzihabitans_strain_LMG_7040_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	4	0	0
NR_117306.1_Dietzia_alimentaria_strain_72_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	2	1	0	0	3	0	0	1	0
NR_117291.1_Fusobacterium_nucleatum_subsp._animalis_strain_ATCC_51191_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_117506.1_Bifidobacterium_longum_strain_KCTC_3128_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	2	0	0	0	0	0	1	2	0
NR_137405.1_Anaerobium_acetethylicum_strain_GluBS11_16S_ribosomal_RNA__partial_sequence	416	167	140	687	870	51	156	376	106	9	183	157
NR_125589.1_Alistipes_timonensis_strain_JC136_16S_ribosomal_RNA_gene__partial_sequence	7	2	29	2	0	9	125	0	49	0	0	30
NR_118008.1_Stenotrophomonas_pavanii_strain_LMG_25348_16S_ribosomal_RNA_gene__partial_sequence	0	843	0	0	0	0	0	0	1	2957	0	1
NR_117758.1_Roseburia_intestinalis_strain_DSM_14610_16S_ribosomal_RNA_gene__partial_sequence	2719	3	265	4	0	269	1198	1	309	0	2	309
NR_117645.1_Vallitalea_guaymasensis_strain_Ra1766G1_16S_ribosomal_RNA_gene__partial_sequence	7	0	1	5	5	2	3	0	0	0	2	2
NR_117678.1_Pseudomonas_aeruginosa_strain_DSM_50071_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	2	0	0	0	0	11	0	0
NR_117687.2_Oxobacter_pfennigii_strain_DSM_3222_16S_ribosomal_RNA_gene__partial_sequence	1	0	1	0	0	0	13	0	14	0	0	1
NR_117716.1_Sphingomonas_roseiflava_strain_MK341_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_117702.1_Pectinatus_frisingensis_strain_CCM_6217_16S_ribosomal_RNA_gene__partial_sequence	8	0	0	0	0	2	4	0	0	0	0	0
NR_117751.1_Citrobacter_koseri_strain_LMG_5519_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_117784.1_Acinetobacter_indicus_strain_A648_16S_ribosomal_RNA_gene__partial_sequence	0	507	0	29	0	0	0	731	0	7036	1	0
NR_117779.1_Anaerorhabdus_furcosa_16S_ribosomal_RNA_gene__partial_sequence	214	0	17	0	0	51	78	0	171	0	0	27
NR_117759.1_Veillonella_parvula_strain_DSM_2008_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_117792.1_Stomatobaculum_longum_strain_ACC2_16S_ribosomal_RNA_gene__partial_sequence	0	7	0	29	8	0	0	9	0	0	9	0
NR_117912.1_Defluviitalea_saccharophila_strain_LIND6LT2_16S_ribosomal_RNA_gene__partial_sequence	2	0	0	2	2	0	1	0	10	0	0	0
NR_117905.1_Acetatifactor_muris_strain_CT-m2_16S_ribosomal_RNA_gene__partial_sequence	59	1	3	44	20	4	3	91	6	1	10	1
NR_117867.1_Blautia_stercoris_strain_GAM6-1_16S_ribosomal_RNA_gene__partial_sequence	3	0	2	1	0	1	1	0	0	0	1	0
NR_117854.1_Bacillus_zhanjiangensis_strain_JSM_099021_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	0	0	1	0	0
NR_117793.1_Morganella_morganii_strain_ATCC_25830_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_117839.1_Fusobacterium_periodonticum_strain_ATCC_33693_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_119357.1_Acinetobacter_calcoaceticus_strain_ATCC_23055_16S_ribosomal_RNA_gene__partial_sequence	0	96	0	47	2	0	0	912	0	76	0	0
NR_118675.1_{Eubacterium}_siraeum_strain_ATCC_29066_16S_ribosomal_RNA_gene__partial_sequence	1	0	254	4	1	1361	76	0	35	0	0	908
NR_118554.1_Intestinimonas_butyriciproducens_strain_SRB-521-5-I_16S_ribosomal_RNA_gene__partial_sequence	343	41	175	77	13	88	289	24	272	5	10	80
NR_118409.1_Acinetobacter_boissieri_strain_SAP_284.1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_118218.1_Kurthia_massiliensis_strain_JC30_16S_ribosomal_RNA_gene__partial_sequence	0	4	0	35	72	0	0	42	0	55	0	0
NR_118156.1_Oscillibacter_ruminantium_strain_GH1_16S_ribosomal_RNA_gene__partial_sequence	182	0	96	14	0	40	201	3	163	1	0	44
NR_118086.1_Lachnoanaerobaculum_orale_strain_N1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	0	0	0	1	0
NR_118149.1_Planococcus_halocryophilus_strain_Or1_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_118312.1_Novosphingobium_lindaniclasticum_strain_LE124_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	0	0	0	0	0	0	0
NR_118297.1_Kurthia_sibirica_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	2	0	0	0	0	0	0	0	0
NR_118333.1_Kosakonia_sacchari_strain_SP1_16S_ribosomal_RNA__partial_sequence	0	0	0	0	4	0	0	0	0	0	0	0
NR_118405.1_Snodgrassella_alvi_strain_wkB2_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_118382.1_Bacillus_flexus_strain_SBMP3_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	0	0	0	0	1	0
NR_118381.1_Bacillus_pumilus_strain_SBMP2_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_118367.1_Methanobrevibacter_smithii_strain_PS_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	1	0	0	0	0	0
NR_118386.1_Weissella_diestrammenae_strain_ORY33_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_118437.1_Bacillus_marisflavi_strain_TF-11_16S_ribosomal_RNA_gene__partial_sequence	0	5	0	16	7	0	0	0	0	1	0	0
NR_118574.1_Kurthia_huakuii_strain_LAM0618_16S_ribosomal_RNA_gene__partial_sequence	0	568	0	9570	264	0	0	5020	1	746	0	0
NR_118565.1_Methanobrevibacter_boviskoreani_strain_JH1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	145	0	0	0	0	78	0
NR_118558.1_Lactobacillus_delbrueckii_subsp._bulgaricus_strain_ATCC_11842_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_118651.1_{Clostridium}_aminophilum_strain_F_16S_ribosomal_RNA_gene__complete_sequence	0	3	0	56	19	0	0	20	0	0	6	0
NR_118643.1_Eisenbergiella_tayi_strain_B086562_16S_ribosomal_RNA_gene__partial_sequence	2	0	0	0	0	0	1	0	2	0	0	0
NR_118667.1_Lachnospira_pectinoschiza_strain_150-1_16S_ribosomal_RNA_gene__partial_sequence	70	0	6	0	0	0	11	0	4	0	0	0
NR_118673.1_{Eubacterium}_hallii_strain_ATCC_27751_16S_ribosomal_RNA_gene__partial_sequence	2	3	4	0	26	1	1	8	7	0	1	10
NR_118670.1_Eubacterium_ventriosum_strain_ATCC_27560_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	11	2	0	4	0	1	0	0	0
NR_118692.1_{Ruminococcus}_obeum_strain_ATCC_29174_16S_ribosomal_RNA_gene__complete_sequence	1297	0	229	1	2	1848	356	6	649	0	5	401
NR_118690.1_{Ruminococcus}_gnavus_strain_ATCC_29149_16S_ribosomal_RNA_gene__complete_sequence	120	22	3	20	43	11	13	9	10	2	15	31
NR_118676.1_Eubacterium_xylanophilum_strain_ATCC_35991_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	1	0	0	0	0	0
NR_118691.1_Trichococcus_pasteurii_strain_ATCC_35945_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	2	0	1	0	0
NR_118999.1_Clostridium_subterminale_strain_NCIMB_10746_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_118771.1_Weissella_hellenica_strain_NCFB_2973_16S_ribosomal_RNA_gene__partial_sequence	3	85	0	296	363	1	0	1	0	23	48	0
NR_118730.1_{Clostridium}_symbiosum_strain_ATCC_14940_16S_ribosomal_RNA_gene__partial_sequence	6	0	3	0	0	0	6	1	6	0	0	0
NR_118728.1_Romboutsia_lituseburensis_strain_ATCC_25759_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_118780.1_{Eubacterium}_infirmum_strain_W_1471_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	1	0	0	0	0	0
NR_118778.1_{Eubacterium}_minutum_strain_SC_87K_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_118858.1_Erwinia_rhapontici_strain_ATCC_29283_16S_ribosomal_RNA_gene__partial_sequence	0	4	0	0	0	0	0	0	0	5	0	0
NR_118854.1_Erwinia_amylovora_strain_ATCC_15580_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_118946.1_Aeromonas_eucrenophila_strain_NCIMB_74_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_118998.1_Streptococcus_thermophilus_strain_DSM_20617_16S_ribosomal_RNA_gene__complete_sequence	0	1	0	1	0	0	0	0	0	0	0	0
NR_119252.1_Staphylococcus_caprae_strain_DSM_20608_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	6	4	0	0	3	0	409	3	0
NR_119113.1_Acinetobacter_calcoaceticus_strain_DSM_30006_16S_ribosomal_RNA_gene__complete_sequence	0	32	0	10	0	0	0	3	0	56	0	0
NR_119108.1_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_strain_ATCC_13311_16S_ribosomal_RNA_gene__complete_sequence	0	31	0	5	3	0	0	11	0	9	0	0
NR_119085.1_{Clostridium}_polysaccharolyticum_strain_DSM_1801_16S_ribosomal_RNA_gene__complete_sequence	153	0	62	5	2	5	71	0	15	0	0	267
NR_119068.1_{Clostridium}_aerotolerans_strain_DSM_5434_16S_ribosomal_RNA_gene__partial_sequence	27	0	4	0	0	6	4	0	3	0	0	2
NR_119074.1_Terrisporobacter_glycolicus_strain_DSM_1288_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	1	0	0	0	0	0
NR_119169.1_Veillonella_dispar_strain_DSM_20735_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	1	0	0	2	0	0	0	0
NR_119274.1_Lactobacillus_crispatus_strain_DSM_20584_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	30	1	0	0	14	0	0	861	0
NR_119292.1_Enterococcus_saccharolyticus_strain_NCDO_2594_16S_ribosomal_RNA_gene__complete_sequence	0	21	0	19	11	0	0	53	0	20	5	0
NR_119290.1_Enterococcus_sulfureus_strain_NCIMB_13117_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	1	0	0	0	0	0	3	1	0
NR_119287.1_Syntrophococcus_sucromutans_strain_DSM_3224_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	2	0	0	0	1	0	0	0	0
NR_119364.1_Erwinia_persicina_strain_LMG_11254_16S_ribosomal_RNA_gene__partial_sequence	0	2983	0	432	191	0	0	557	0	3508	1	2
NR_125464.1_Anaerobacterium_chartisolvens_strain_T-1-35_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	0	1	0	0	0	0	0	1
NR_121696.1_Adlercreutzia_equolifaciens_strain_DSM_19450_16S_ribosomal_RNA_gene__complete_sequence	2	3	0	0	0	0	0	0	2	0	14	0
NR_122090.1_Clostridium_chromiireducens_strain_GCAF-1_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	13	1	0	0	2	0	1	0	0
NR_121739.1_Stenotrophomonas_rhizophila_strain_e-p10_16S_ribosomal_RNA_gene__complete_sequence	0	12	0	0	0	0	0	0	0	14	0	0
NR_122095.1_Methylophilus_glucosoxydans_strain_B_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_125442.1_Leifsonia_xyli_subsp._cynodontis_strain_JCM_9733_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_122101.1_Sphingobacterium_nematocida_strain_M-SX103_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_125530.1_Bacillus_manliponensis_strain_BL4-6_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	6	0	0	0	0	0	53	0	0
NR_125523.1_Pseudomonas_chengduensis_strain_MBR_16S_ribosomal_RNA_gene__partial_sequence	0	16	0	0	0	0	0	0	0	7	1	0
NR_125494.1_Pullulanibacillus_uraniitolerans_strain_UG-2_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	1	0	0	0	0	1	0	0
NR_125562.1_Lactobacillus_songhuajiangensis_strain_7-19_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	4	0	0	0	0	0	0	0
NR_125541.1_Limnohabitans_planktonicus_strain_II-D5_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	0	0	0	0	1	0	0
NR_125571.1_Oribacterium_asaccharolyticum_strain_ACB7_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	5	4	0	0	9	0	0	3	0
